00005f29f680,d1c4a356,100.90.107.125,linux,"[7eeb79ef,1f31e33b,f42fe530]"
00005f29f681,e5f46faa,133.231.98.30,windows,"[8324b3dc,7eeb79ef,b1a92834]"
00005f29f682,8db99729,14.117.89.93,windows,"[f8228bd8,ff850bc]"
00005f29f683,4f779dbb,118.65.94.85,ios,"[8324b3dc,3485da63,ca3ea0eb,aab2f5d2]"
00005f29f684,b9c52d,144.231.30.109,mac,"[4b3a5275,8b435df1,b1a92834,be821266,61e001c4]"
00005f29f685,b36c6bb4,194.35.118.92,linux,"[ed106dc7]"
00005f29f686,dd83bc68,36.102.130.161,android,"[c8cea6e8,15c136bf]"
00005f29f687,4ffecc4c,13.226.141.235,ios,"[3485da63]"
00005f29f688,32ed9e2c,46.136.7.77,android,"[be821266,9d11d770,79571680]"
00005f29f689,77b31040,113.4.161.91,windows,"[c0558651,199f0ef3,928a94e6,b9cd9b6,e38f47e3]"
00005f29f68a,a344b897,54.55.44.25,linux,"[d343222d,24d7164e,9d11d770,f8228bd8]"
00005f29f68b,f6f183a2,85.237.65.164,mac,"[7cb5d819,fc5de8c5]"
00005f29f68c,419f40c6,78.252.99.27,ios,"[4b3a5275,55f7a55c,b45c6201,6218e4a6]"
00005f29f68d,419e186f,92.69.220.153,mac,"[8b435df1,68ebd828]"
00005f29f68e,287e40bb,236.218.126.32,ios,"[b1a92834]"
00005f29f68f,ddde1a7b,175.210.8.7,android,"[a5c317,7eeb79ef,1120ab4b]"
00005f29f690,72cc1f32,150.190.207.43,windows,"[b5271575,bb336a11,24d7164e,b1a92834]"
00005f29f691,af89e6c9,82.91.185.85,mac,"[9e3a150b,b45c6201]"
00005f29f692,4817e872,185.249.118.243,ios,"[b9cd9b6,a5c317]"
00005f29f693,e34c63f1,196.155.121.5,ios,"[b1a92834]"
00005f29f694,fb9254b7,166.30.236.72,android,"[b7f836c5,750d24bf]"
00005f29f695,f240eadb,154.176.51.196,ios,"[b1a92834,5fb566ee,aab2f5d2,2cc8bde1]"
00005f29f696,a81537e,101.174.77.134,mac,"[3dce439c,2f935339,cc171559,b5271575,e484e437]"
00005f29f697,7e0ec51b,100.209.170.49,linux,"[2cc8bde1,be821266,ed106dc7]"
00005f29f698,77ec47fe,183.84.15.128,windows,"[ed106dc7,c0558651]"
00005f29f699,6c010193,175.198.114.223,ios,"[24d7164e,1b201398,f406e1f3,7b7e2dd6,61e001c4]"
00005f29f69a,c8d4c1f4,129.165.209.171,linux,"[2f935339]"
00005f29f69b,e7b168cb,81.36.41.65,android,"[79571680,79571680,9e160ac0,e484e437]"
00005f29f69c,a1621372,178.37.42.52,mac,"[750d24bf,f406e1f3,d00a3a13]"
00005f29f69d,cc42a89a,158.14.1.250,windows,"[c0558651]"
00005f29f69e,530914bc,183.156.42.68,android,"[d0958106,e484e437,9e3a150b,c7c198e]"
00005f29f69f,15225c02,42.43.183.81,mac,"[a5c317,de49ec23,928a94e6,318141c1,7b44c269]"
00005f29f6a0,390ec95c,110.117.34.135,linux,"[7eeb79ef,61e001c4,7b7e2dd6]"
00005f29f6a1,3d667702,222.223.28.183,windows,"[d0958106,750d24bf]"
00005f29f6a2,7eddbe30,169.186.145.58,ios,"[750d24bf]"
00005f29f6a3,190c2cdf,183.156.42.68,android,"[de49ec23,7eeb79ef,f42fe530,79571680]"
00005f29f6a4,611294ce,105.19.199.130,mac,"[9d11d770]"
00005f29f6a5,2a73c8ec,36.102.130.161,android,"[7b44c269,2cc8bde1,c7c198e,b45c6201]"
00005f29f6a6,61f8120a,113.125.162.75,mac,"[9e3a150b,15c136bf,a429d4dc,b45c6201,7eeb79ef]"
00005f29f6a7,8358a63e,9.223.65.39,linux,"[9d11d770]"
00005f29f6a8,8fe86f1e,190.183.220.162,android,"[8b435df1,9d11d770]"
00005f29f6a9,bf48de8b,239.234.36.57,ios,"[6b89a678,2f935339,a429d4dc]"
00005f29f6aa,e4d646f4,44.197.190.251,windows,"[9e160ac0]"
00005f29f6ab,414a2bc5,211.124.22.174,android,"[61e001c4,4b3a5275]"
00005f29f6ac,63196fbc,141.127.113.235,ios,"[a5c317]"
00005f29f6ad,fe3a8084,15.219.126.118,android,"[7379fda8,be821266]"
00005f29f6ae,3a10ab66,69.190.173.246,ios,"[9e160ac0,79571680]"
